Sample ID,Labelled substrate,Label pattern,abundance,Injection,Replicate,Conditions,Incubation time [value],Incubation time [units],data file ID,Retention time [value],Retention time [units],Metabolite name,CHEBI ID,atomic positions to the parent molecule,Empirical formula derivatized molecule/fragment,m/z monitored,signal intensity,isotopologue,Isotopologue [value],Isotopologue [units]
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,625046,m0,98.48,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,48112,m1,0.5,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,11907,m2,0.96,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,775,m3,0.04,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,1086,m4,0.02,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,4278,,,
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,490044,m0,99.46,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,77718,m1,0.57,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,9197,m2,0.06,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,1572,m3,-0.09,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,2016,,,
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,278,,,
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,4093,,,
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,598469,m0,99.11,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,45105,m1,0.35,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,8537,m2,0.52,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,483,m3,0.02,%
ID8_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,ID8,18,hour,41_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,915,m4,0,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,5811,,,
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,659027,m0,99.47,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,104376,m1,0.54,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,12456,m2,0.08,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,2123,m3,-0.09,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,2744,,,
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,418,,,
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,5418,,,
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,805651,m0,99.11,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,60568,m1,0.34,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,11579,m2,0.53,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,638,m3,0.02,%
ID8_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,ID8,18,hour,54_E24.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,1258,m4,0.01,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,6443,,,
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,715192,m0,100.05,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,108876,m1,-0.06,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,12293,m2,-0.01,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,2941,m3,0.01,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,2648,,,
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,399,,,
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,5956,,,
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,863966,m0,100.04,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,61572,m1,-0.04,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,7432,m2,0,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,251,m3,-0.01,%
coldnat_glu_i1,,,,1,,cold_natural,,hour,07_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,1242,m4,0,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,3959,,,
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,455483,m0,99.95,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,69877,m1,0.06,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,7958,m2,0.01,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,1755,m3,-0.01,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,1846,,,
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,382,,,
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3838,,,
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,551196,m0,99.96,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,39682,m1,0.04,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,4747,m2,0,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,246,m3,0.01,%
coldnat_glu_i2,,,,2,,cold_natural,,hour,11_coldnat_E27.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,821,m4,0,%
